Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost,zip,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone
387,US-2021-158064-CHO-MIL-31000,2021-04-21,2026-10-16,Standard Class,158064,United States,Los Angeles,California,90008,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,90008,34.01037,-118.3428,Los Angeles,CA,California,True,,33076.0,4413.8,6037.0,Los Angeles,"{""06037"": 100}",Los Angeles,06037,False,False,America/Los_Angeles
1397,US-2021-130729-CHO-MIL-31000,2021-10-24,2027-04-21,Standard Class,130729,United States,Rancho Cucamonga,California,91730,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,91730,34.10023,-117.5811,Rancho Cucamonga,CA,California,True,,71040.0,1997.8,6071.0,San Bernardino,"{""06071"": 100}",San Bernardino,06071,False,False,America/Los_Angeles
2117,US-2022-140921-CHO-TRI-54000,2022-02-03,2027-07-29,First Class,140921,United States,Omaha,Nebraska,68104,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,68104,41.29525,-96.00104,Omaha,NE,Nebraska,True,,37834.0,2214.3,31055.0,Douglas,"{""31055"": 100}",Douglas,31055,False,False,America/Chicago
2121,US-2022-140921-CHO-NUT-13000,2022-02-03,2027-07-29,First Class,140921,United States,Omaha,Nebraska,68104,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,68104,41.29525,-96.00104,Omaha,NE,Nebraska,True,,37834.0,2214.3,31055.0,Douglas,"{""31055"": 100}",Douglas,31055,False,False,America/Chicago
2518,US-2022-109939-CHO-SCR-58000,2022-05-08,2027-11-02,Standard Class,109939,United States,Salem,Oregon,97301,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,97301,44.94948,-123.00439,Salem,OR,Oregon,True,,55386.0,1891.6,41047.0,Marion,"{""41047"": 100}",Marion,41047,False,False,America/Los_Angeles
3660,US-2022-114503-CHO-NUT-13000,2022-11-13,2028-05-09,Standard Class,114503,United States,Lebanon,Tennessee,37087,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,20.94,6,14.94,6.0,37087,36.2733,-86.27224,Lebanon,TN,Tennessee,True,,53068.0,124.2,47189.0,Wilson,"{""47189"": 87.0, ""47159"": 7.42, ""47169"": 5.58}",Wilson|Smith|Trousdale,47189|47159|47169,False,False,America/Chicago
5189,US-2023-126613-CHO-TRI-54000,2023-07-10,2029-01-05,Standard Class,126613,United States,Mesa,Arizona,85204,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,85204,33.39666,-111.78786,Mesa,AZ,Arizona,True,,66851.0,2605.0,4013.0,Maricopa,"{""04013"": 100}",Maricopa,04013,False,False,America/Phoenix
6266,US-2023-131065-CHO-NUT-13000,2023-11-14,2029-05-08,Second Class,131065,United States,Atlanta,Georgia,30318,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,30318,33.79235,-84.44831,Atlanta,GA,Georgia,True,,59559.0,1132.3,13121.0,Fulton,"{""13121"": 100}",Fulton,13121,False,False,America/New_York
6269,US-2023-131065-CHO-SCR-58000,2023-11-14,2029-05-08,Second Class,131065,United States,Atlanta,Georgia,30318,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,30318,33.79235,-84.44831,Atlanta,GA,Georgia,True,,59559.0,1132.3,13121.0,Fulton,"{""13121"": 100}",Fulton,13121,False,False,America/New_York
8580,US-2024-169488-CHO-MIL-31000,2024-09-07,2030-03-02,First Class,169488,United States,Providence,Rhode Island,02908,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,02908,41.83877,-71.43926,Providence,RI,Rhode Island,True,,39099.0,4437.3,44007.0,Providence,"{""44007"": 100}",Providence,44007,False,False,America/New_York
8582,US-2024-169488-CHO-TRI-54000,2024-09-07,2030-03-02,First Class,169488,United States,Providence,Rhode Island,02908,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,02908,41.83877,-71.43926,Providence,RI,Rhode Island,True,,39099.0,4437.3,44007.0,Providence,"{""44007"": 100}",Providence,44007,False,False,America/New_York
9950,US-2024-100230-CHO-NUT-13000,2024-12-11,2030-06-07,Standard Class,100230,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1.0,10035,40.79538,-73.92965,New York,NY,New York,True,,38595.0,10608.7,36061.0,New York,"{""36061"": 100}",New York,36061,False,False,America/New_York
9956,US-2024-100230-CHO-TRI-54000,2024-12-11,2030-06-07,Standard Class,100230,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,10035,40.79538,-73.92965,New York,NY,New York,True,,38595.0,10608.7,36061.0,New York,"{""36061"": 100}",New York,36061,False,False,America/New_York
430,US-2021-155271-CHO-TRI-54000,2021-05-04,2026-10-25,Same Day,155271,United States,Middletown,Connecticut,06457,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,06457,41.54759,-72.65484,Middletown,CT,Connecticut,True,,47030.0,446.3,9130.0,Lower Connecticut River Valley,"{""09130"": 100}",Lower Connecticut River Valley,09130,False,False,America/New_York
5231,US-2023-121671-CHO-TRI-54000,2023-07-17,2029-01-11,Standard Class,121671,United States,Springfield,Missouri,65807,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65807,37.166,-93.32483,Springfield,MO,Missouri,True,,55384.0,1017.5,29077.0,Greene,"{""29077"": 100}",Greene,29077,False,False,America/Chicago
5232,US-2023-121671-CHO-SCR-58000,2023-07-17,2029-01-11,Standard Class,121671,United States,Springfield,Missouri,65807,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,65807,37.166,-93.32483,Springfield,MO,Missouri,True,,55384.0,1017.5,29077.0,Greene,"{""29077"": 100}",Greene,29077,False,False,America/Chicago
5233,US-2023-121671-CHO-NUT-13000,2023-07-17,2029-01-11,Standard Class,121671,United States,Springfield,Missouri,65807,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,27.92,8,19.92,8.0,65807,37.166,-93.32483,Springfield,MO,Missouri,True,,55384.0,1017.5,29077.0,Greene,"{""29077"": 100}",Greene,29077,False,False,America/Chicago
5237,US-2023-121671-CHO-FUD-51000,2023-07-17,2029-01-11,Standard Class,121671,United States,Springfield,Missouri,65807,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,65807,37.166,-93.32483,Springfield,MO,Missouri,True,,55384.0,1017.5,29077.0,Greene,"{""29077"": 100}",Greene,29077,False,False,America/Chicago
5462,US-2023-114601-CHO-SCR-58000,2023-08-26,2029-02-22,Standard Class,114601,United States,Detroit,Michigan,48234,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,48234,42.4312,-83.03952,Detroit,MI,Michigan,True,,32402.0,1600.7,26163.0,Wayne,"{""26163"": 100}",Wayne,26163,False,False,America/Detroit
5469,US-2023-114601-CHO-TRI-54000,2023-08-26,2029-02-22,Standard Class,114601,United States,Detroit,Michigan,48234,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,48234,42.4312,-83.03952,Detroit,MI,Michigan,True,,32402.0,1600.7,26163.0,Wayne,"{""26163"": 100}",Wayne,26163,False,False,America/Detroit
5475,US-2023-114601-CHO-NUT-13000,2023-08-26,2029-02-22,Standard Class,114601,United States,Detroit,Michigan,48234,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,48234,42.4312,-83.03952,Detroit,MI,Michigan,True,,32402.0,1600.7,26163.0,Wayne,"{""26163"": 100}",Wayne,26163,False,False,America/Detroit
7419,US-2024-114412-CHO-TRI-54000,2024-04-15,2029-10-11,Standard Class,114412,United States,Concord,North Carolina,28027,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,28027,35.40879,-80.67524,Concord,NC,North Carolina,True,,79079.0,442.5,37025.0,Cabarrus,"{""37025"": 100}",Cabarrus,37025,False,False,America/New_York
659,US-2021-154963-CHO-FUD-51000,2021-06-22,2026-12-18,Standard Class,154963,United States,Chester,Pennsylvania,19013,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,19013,39.84529,-75.37474,Chester,PA,Pennsylvania,True,,34456.0,2356.3,42045.0,Delaware,"{""42045"": 100}",Delaware,42045,False,False,America/New_York
660,US-2021-154963-CHO-TRI-54000,2021-06-22,2026-12-18,Standard Class,154963,United States,Chester,Pennsylvania,19013,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,19013,39.84529,-75.37474,Chester,PA,Pennsylvania,True,,34456.0,2356.3,42045.0,Delaware,"{""42045"": 100}",Delaware,42045,False,False,America/New_York
665,US-2021-154963-CHO-MIL-31000,2021-06-22,2026-12-18,Standard Class,154963,United States,Chester,Pennsylvania,19013,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,19013,39.84529,-75.37474,Chester,PA,Pennsylvania,True,,34456.0,2356.3,42045.0,Delaware,"{""42045"": 100}",Delaware,42045,False,False,America/New_York
1760,US-2021-143210-CHO-FUD-51000,2021-12-01,2027-05-26,First Class,143210,United States,Lowell,Massachusetts,01852,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,01852,42.63231,-71.29538,Lowell,MA,Massachusetts,True,,36546.0,2837.5,25017.0,Middlesex,"{""25017"": 100}",Middlesex,25017,False,False,America/New_York
1761,US-2021-143210-CHO-MIL-31000,2021-12-01,2027-05-26,First Class,143210,United States,Lowell,Massachusetts,01852,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,01852,42.63231,-71.29538,Lowell,MA,Massachusetts,True,,36546.0,2837.5,25017.0,Middlesex,"{""25017"": 100}",Middlesex,25017,False,False,America/New_York
3701,US-2022-110863-CHO-FUD-51000,2022-11-17,2028-05-16,Standard Class,110863,United States,Oklahoma City,Oklahoma,73120,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,73120,35.58049,-97.57248,Oklahoma City,OK,Oklahoma,True,,35070.0,1225.6,40109.0,Oklahoma,"{""40109"": 100}",Oklahoma,40109,False,False,America/Chicago
5147,US-2023-147137-CHO-FUD-51000,2023-07-04,2028-12-26,First Class,147137,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,94109,37.79334,-122.42138,San Francisco,CA,California,True,,56333.0,20163.9,6075.0,San Francisco,"{""06075"": 100}",San Francisco,06075,False,False,America/Los_Angeles
5148,US-2023-147137-CHO-MIL-31000,2023-07-04,2028-12-26,First Class,147137,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,94109,37.79334,-122.42138,San Francisco,CA,California,True,,56333.0,20163.9,6075.0,San Francisco,"{""06075"": 100}",San Francisco,06075,False,False,America/Los_Angeles
5151,US-2023-147137-CHO-NUT-13000,2023-07-04,2028-12-26,First Class,147137,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,94109,37.79334,-122.42138,San Francisco,CA,California,True,,56333.0,20163.9,6075.0,San Francisco,"{""06075"": 100}",San Francisco,06075,False,False,America/Los_Angeles
5575,US-2023-131205-CHO-TRI-54000,2023-09-04,2029-02-28,Standard Class,131205,United States,Georgetown,Kentucky,40324,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,40324,38.24786,-84.54956,Georgetown,KY,Kentucky,True,,51072.0,127.1,21209.0,Scott,"{""21209"": 96.06, ""21017"": 2.2, ""21067"": 1.74}",Scott|Bourbon|Fayette,21209|21017|21067,False,False,America/New_York
5581,US-2023-131205-CHO-SCR-58000,2023-09-04,2029-02-28,Standard Class,131205,United States,Georgetown,Kentucky,40324,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,40324,38.24786,-84.54956,Georgetown,KY,Kentucky,True,,51072.0,127.1,21209.0,Scott,"{""21209"": 96.06, ""21017"": 2.2, ""21067"": 1.74}",Scott|Bourbon|Fayette,21209|21017|21067,False,False,America/New_York
5582,US-2023-131205-CHO-MIL-31000,2023-09-04,2029-02-28,Standard Class,131205,United States,Georgetown,Kentucky,40324,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84,40324,38.24786,-84.54956,Georgetown,KY,Kentucky,True,,51072.0,127.1,21209.0,Scott,"{""21209"": 96.06, ""21017"": 2.2, ""21067"": 1.74}",Scott|Bourbon|Fayette,21209|21017|21067,False,False,America/New_York
9332,US-2024-157196-CHO-NUT-13000,2024-11-05,2030-05-02,Standard Class,157196,United States,San Diego,California,92105,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,92105,32.73756,-117.09193,San Diego,CA,California,True,,72688.0,4876.1,6073.0,San Diego,"{""06073"": 100}",San Diego,06073,False,False,America/Los_Angeles
120,US-2021-152905-CHO-FUD-51000,2021-02-18,2026-08-17,Standard Class,152905,United States,Arlington,Texas,76017,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,76017,32.66223,-97.16237,Arlington,TX,Texas,True,,46361.0,1753.8,48439.0,Tarrant,"{""48439"": 100}",Tarrant,48439,False,False,America/Chicago
162,US-2021-156587-CHO-NUT-13000,2021-03-07,2026-08-29,First Class,156587,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1.0,98103,47.6732,-122.34258,Seattle,WA,Washington,True,,51878.0,4369.1,53033.0,King,"{""53033"": 100}",King,53033,False,False,America/Los_Angeles
165,US-2021-156587-CHO-FUD-51000,2021-03-07,2026-08-29,First Class,156587,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,98103,47.6732,-122.34258,Seattle,WA,Washington,True,,51878.0,4369.1,53033.0,King,"{""53033"": 100}",King,53033,False,False,America/Los_Angeles
6176,US-2023-140935-CHO-MIL-31000,2023-11-10,2029-05-04,First Class,140935,United States,Oklahoma City,Oklahoma,73120,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,73120,35.58049,-97.57248,Oklahoma City,OK,Oklahoma,True,,35070.0,1225.6,40109.0,Oklahoma,"{""40109"": 100}",Oklahoma,40109,False,False,America/Chicago
6209,US-2023-140935-CHO-NUT-13000,2023-11-10,2029-05-04,First Class,140935,United States,Oklahoma City,Oklahoma,73120,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,73120,35.58049,-97.57248,Oklahoma City,OK,Oklahoma,True,,35070.0,1225.6,40109.0,Oklahoma,"{""40109"": 100}",Oklahoma,40109,False,False,America/Chicago
3230,US-2022-150511-CHO-MIL-31000,2022-09-18,2028-03-16,Standard Class,150511,United States,Des Moines,Washington,98198,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,98198,47.39469,-122.31111,Seattle,WA,Washington,True,,38942.0,1946.4,53033.0,King,"{""53033"": 100}",King,53033,False,False,America/Los_Angeles
4434,US-2023-108637-CHO-MIL-31000,2023-03-13,2028-09-07,Standard Class,108637,United States,Waynesboro,Virginia,22980,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,22980,38.09588,-78.88585,Waynesboro,VA,Virginia,True,,32133.0,166.5,51015.0,Augusta,"{""51015"": 79.84, ""51820"": 20.16}",Augusta|Waynesboro,51015|51820,False,False,America/New_York
4437,US-2023-108637-CHO-TRI-54000,2023-03-13,2028-09-07,Standard Class,108637,United States,Waynesboro,Virginia,22980,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,22980,38.09588,-78.88585,Waynesboro,VA,Virginia,True,,32133.0,166.5,51015.0,Augusta,"{""51015"": 79.84, ""51820"": 20.16}",Augusta|Waynesboro,51015|51820,False,False,America/New_York
4442,US-2023-108637-CHO-SCR-58000,2023-03-13,2028-09-07,Standard Class,108637,United States,Waynesboro,Virginia,22980,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,22980,38.09588,-78.88585,Waynesboro,VA,Virginia,True,,32133.0,166.5,51015.0,Augusta,"{""51015"": 79.84, ""51820"": 20.16}",Augusta|Waynesboro,51015|51820,False,False,America/New_York
5504,US-2023-161207-CHO-NUT-13000,2023-08-29,2029-02-23,Standard Class,161207,United States,Concord,New Hampshire,03301,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,03301,43.22423,-71.54342,Concord,NH,New Hampshire,True,,33986.0,266.5,33013.0,Merrimack,"{""33013"": 100}",Merrimack,33013,False,False,America/New_York
5520,US-2023-129714-CHO-SCR-58000,2023-09-01,2029-02-23,First Class,129714,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,10009,40.72639,-73.97865,New York,NY,New York,True,,58418.0,36572.9,36061.0,New York,"{""36061"": 100}",New York,36061,False,False,America/New_York
5522,US-2023-129714-CHO-FUD-51000,2023-09-01,2029-02-23,First Class,129714,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,10009,40.72639,-73.97865,New York,NY,New York,True,,58418.0,36572.9,36061.0,New York,"{""36061"": 100}",New York,36061,False,False,America/New_York
5526,US-2023-129714-CHO-NUT-13000,2023-09-01,2029-02-23,First Class,129714,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,10009,40.72639,-73.97865,New York,NY,New York,True,,58418.0,36572.9,36061.0,New York,"{""36061"": 100}",New York,36061,False,False,America/New_York
5530,US-2023-129714-CHO-TRI-54000,2023-09-01,2029-02-23,First Class,129714,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,10009,40.72639,-73.97865,New York,NY,New York,True,,58418.0,36572.9,36061.0,New York,"{""36061"": 100}",New York,36061,False,False,America/New_York
7588,US-2024-159688-CHO-SCR-58000,2024-05-07,2029-11-02,Standard Class,159688,United States,Los Angeles,California,90004,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,90004,34.07624,-118.31101,Los Angeles,CA,California,True,,58833.0,7445.8,6037.0,Los Angeles,"{""06037"": 100}",Los Angeles,06037,False,False,America/Los_Angeles
8735,US-2024-134173-CHO-NUT-13000,2024-09-16,2030-03-14,Standard Class,134173,United States,Philadelphia,Pennsylvania,19143,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,19143,39.94315,-75.22664,Philadelphia,PA,Pennsylvania,True,,63186.0,7830.3,42101.0,Philadelphia,"{""42101"": 99.59, ""42045"": 0.41}",Philadelphia|Delaware,42101|42045,False,False,America/New_York
9329,US-2024-118213-OTH-GUM-21000,2024-11-05,2030-04-30,First Class,118213,United States,Greenwood,Indiana,46142,Other,Interior,OTH-GUM-21000,Wonka Gum,3.75,3,1.95,1.8,46142,39.62029,-86.1764,Greenwood,IN,Indiana,True,,34676.0,896.2,18081.0,Johnson,"{""18081"": 100}",Johnson,18081,False,False,America/Indiana/Indianapolis
9331,US-2024-118213-CHO-TRI-54000,2024-11-05,2030-04-30,First Class,118213,United States,Greenwood,Indiana,46142,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,46142,39.62029,-86.1764,Greenwood,IN,Indiana,True,,34676.0,896.2,18081.0,Johnson,"{""18081"": 100}",Johnson,18081,False,False,America/Indiana/Indianapolis
9340,US-2024-107174-CHO-TRI-54000,2024-11-06,2030-05-06,Standard Class,107174,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,98105,47.66094,-122.28321,Seattle,WA,Washington,True,,50302.0,5061.5,53033.0,King,"{""53033"": 100}",King,53033,False,False,America/Los_Angeles
9345,US-2024-107174-CHO-FUD-51000,2024-11-06,2030-05-06,Standard Class,107174,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,25.2,7,16.8,8.4,98105,47.66094,-122.28321,Seattle,WA,Washington,True,,50302.0,5061.5,53033.0,King,"{""53033"": 100}",King,53033,False,False,America/Los_Angeles
9365,US-2024-107174-CHO-MIL-31000,2024-11-06,2030-05-06,Standard Class,107174,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,98105,47.66094,-122.28321,Seattle,WA,Washington,True,,50302.0,5061.5,53033.0,King,"{""53033"": 100}",King,53033,False,False,America/Los_Angeles
1922,US-2021-103100-CHO-NUT-13000,2021-12-20,2027-06-15,First Class,103100,United States,Indianapolis,Indiana,46203,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,46203,39.7368,-86.09586,Indianapolis,IN,Indiana,True,,36544.0,1012.2,18097.0,Marion,"{""18097"": 100}",Marion,18097,False,False,America/Indiana/Indianapolis
1925,US-2021-103100-CHO-FUD-51000,2021-12-20,2027-06-15,First Class,103100,United States,Indianapolis,Indiana,46203,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,46203,39.7368,-86.09586,Indianapolis,IN,Indiana,True,,36544.0,1012.2,18097.0,Marion,"{""18097"": 100}",Marion,18097,False,False,America/Indiana/Indianapolis
