,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost,zip,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone,Factory,Factory_lng,Factory_lat,isFactory,distance
10,8009.0,US-2024-147039-CHO-NUT-13000,2024-06-29,2029-12-25,Standard Class,147039.0,United States,Minneapolis,Minnesota,55407,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2.0,4.98,2.0,55407,44.93484,-93.25263,Minneapolis,MN,Minnesota,True,,36997.0,3558.4,27053.0,Hennepin,"{""27053"": 100}",Hennepin,27053,False,False,America/Chicago,Lot's O' Nuts,-111.768036,32.881893,False,2079.88972753304
11,387.0,US-2021-158064-CHO-MIL-31000,2021-04-21,2026-10-16,Standard Class,158064.0,United States,Los Angeles,California,90008,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5.0,10.55,5.7,90008,34.01037,-118.3428,Los Angeles,CA,California,True,,33076.0,4413.8,6037.0,Los Angeles,"{""06037"": 100}",Los Angeles,06037,False,False,America/Los_Angeles,Wicked Choccy's,-81.088371,32.076176,False,3460.092241708828
12,1397.0,US-2021-130729-CHO-MIL-31000,2021-10-24,2027-04-21,Standard Class,130729.0,United States,Rancho Cucamonga,California,91730,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3.0,6.33,3.42,91730,34.10023,-117.5811,Rancho Cucamonga,CA,California,True,,71040.0,1997.8,6071.0,San Bernardino,"{""06071"": 100}",San Bernardino,06071,False,False,America/Los_Angeles,Wicked Choccy's,-81.088371,32.076176,False,3389.2323584498386
13,2117.0,US-2022-140921-CHO-TRI-54000,2022-02-03,2027-07-29,First Class,140921.0,United States,Omaha,Nebraska,68104,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2.0,4.9,2.6,68104,41.29525,-96.00104,Omaha,NE,Nebraska,True,,37834.0,2214.3,31055.0,Douglas,"{""31055"": 100}",Douglas,31055,False,False,America/Chicago,Wicked Choccy's,-81.088371,32.076176,False,1674.9217658333534
14,2121.0,US-2022-140921-CHO-NUT-13000,2022-02-03,2027-07-29,First Class,140921.0,United States,Omaha,Nebraska,68104,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3.0,7.47,3.0,68104,41.29525,-96.00104,Omaha,NE,Nebraska,True,,37834.0,2214.3,31055.0,Douglas,"{""31055"": 100}",Douglas,31055,False,False,America/Chicago,Lot's O' Nuts,-111.768036,32.881893,False,1678.4104147584294
15,2518.0,US-2022-109939-CHO-SCR-58000,2022-05-08,2027-11-02,Standard Class,109939.0,United States,Salem,Oregon,97301,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2.0,5.0,2.2,97301,44.94948,-123.00439,Salem,OR,Oregon,True,,55386.0,1891.6,41047.0,Marion,"{""41047"": 100}",Marion,41047,False,False,America/Los_Angeles,Lot's O' Nuts,-111.768036,32.881893,False,1653.5058476374336
16,3660.0,US-2022-114503-CHO-NUT-13000,2022-11-13,2028-05-09,Standard Class,114503.0,United States,Lebanon,Tennessee,37087,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,20.94,6.0,14.94,6.0,37087,36.2733,-86.27224,Lebanon,TN,Tennessee,True,,53068.0,124.2,47189.0,Wilson,"{""47189"": 87.0, ""47159"": 7.42, ""47169"": 5.58}",Wilson|Smith|Trousdale,47189|47159|47169,False,False,America/Chicago,Lot's O' Nuts,-111.768036,32.881893,False,2357.4678668604406
17,5189.0,US-2023-126613-CHO-TRI-54000,2023-07-10,2029-01-05,Standard Class,126613.0,United States,Mesa,Arizona,85204,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2.0,4.9,2.6,85204,33.39666,-111.78786,Mesa,AZ,Arizona,True,,66851.0,2605.0,4013.0,Maricopa,"{""04013"": 100}",Maricopa,04013,False,False,America/Phoenix,Wicked Choccy's,-81.088371,32.076176,False,2864.8120543407053
18,6266.0,US-2023-131065-CHO-NUT-13000,2023-11-14,2029-05-08,Second Class,131065.0,United States,Atlanta,Georgia,30318,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2.0,4.98,2.0,30318,33.79235,-84.44831,Atlanta,GA,Georgia,True,,59559.0,1132.3,13121.0,Fulton,"{""13121"": 100}",Fulton,13121,False,False,America/New_York,Lot's O' Nuts,-111.768036,32.881893,False,2532.537896898939
19,6269.0,US-2023-131065-CHO-SCR-58000,2023-11-14,2029-05-08,Second Class,131065.0,United States,Atlanta,Georgia,30318,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1.0,2.5,1.1,30318,33.79235,-84.44831,Atlanta,GA,Georgia,True,,59559.0,1132.3,13121.0,Fulton,"{""13121"": 100}",Fulton,13121,False,False,America/New_York,Lot's O' Nuts,-111.768036,32.881893,False,2532.537896898939
20,6271.0,US-2023-131065-CHO-NUT-13000,2023-11-14,2029-05-08,Second Class,131065.0,United States,Atlanta,Georgia,30318,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2.0,4.98,2.0,30318,33.79235,-84.44831,Atlanta,GA,Georgia,True,,59559.0,1132.3,13121.0,Fulton,"{""13121"": 100}",Fulton,13121,False,False,America/New_York,Lot's O' Nuts,-111.768036,32.881893,False,2532.537896898939
21,8580.0,US-2024-169488-CHO-MIL-31000,2024-09-07,2030-03-02,First Class,169488.0,United States,Providence,Rhode Island,02908,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2.0,4.22,2.28,,,,,,,,,,,,,,,,,,,Wicked Choccy's,-81.088371,32.076176,False,
22,8582.0,US-2024-169488-CHO-TRI-54000,2024-09-07,2030-03-02,First Class,169488.0,United States,Providence,Rhode Island,02908,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5.0,12.25,6.5,,,,,,,,,,,,,,,,,,,Wicked Choccy's,-81.088371,32.076176,False,
23,9950.0,US-2024-100230-CHO-NUT-13000,2024-12-11,2030-06-07,Standard Class,100230.0,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1.0,2.49,1.0,10035,40.79538,-73.92965,New York,NY,New York,True,,38595.0,10608.7,36061.0,New York,"{""36061"": 100}",New York,36061,False,False,America/New_York,Lot's O' Nuts,-111.768036,32.881893,False,3451.529287309577
24,9956.0,US-2024-100230-CHO-TRI-54000,2024-12-11,2030-06-07,Standard Class,100230.0,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3.0,7.35,3.9,10035,40.79538,-73.92965,New York,NY,New York,True,,38595.0,10608.7,36061.0,New York,"{""36061"": 100}",New York,36061,False,False,America/New_York,Wicked Choccy's,-81.088371,32.076176,False,1160.9652859746172
25,9961.0,US-2024-100230-CHO-NUT-13000,2024-12-11,2030-06-07,Standard Class,100230.0,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2.0,4.98,2.0,10035,40.79538,-73.92965,New York,NY,New York,True,,38595.0,10608.7,36061.0,New York,"{""36061"": 100}",New York,36061,False,False,America/New_York,Lot's O' Nuts,-111.768036,32.881893,False,3451.529287309577
26,430.0,US-2021-155271-CHO-TRI-54000,2021-05-04,2026-10-25,Same Day,155271.0,United States,Middletown,Connecticut,06457,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2.0,4.9,2.6,,,,,,,,,,,,,,,,,,,Wicked Choccy's,-81.088371,32.076176,False,
27,5231.0,US-2023-121671-CHO-TRI-54000,2023-07-17,2029-01-11,Standard Class,121671.0,United States,Springfield,Missouri,65807,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3.0,7.35,3.9,65807,37.166,-93.32483,Springfield,MO,Missouri,True,,55384.0,1017.5,29077.0,Greene,"{""29077"": 100}",Greene,29077,False,False,America/Chicago,Wicked Choccy's,-81.088371,32.076176,False,1253.194838504394
28,5232.0,US-2023-121671-CHO-SCR-58000,2023-07-17,2029-01-11,Standard Class,121671.0,United States,Springfield,Missouri,65807,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1.0,2.5,1.1,65807,37.166,-93.32483,Springfield,MO,Missouri,True,,55384.0,1017.5,29077.0,Greene,"{""29077"": 100}",Greene,29077,False,False,America/Chicago,Lot's O' Nuts,-111.768036,32.881893,False,1742.4265507440664
29,5233.0,US-2023-121671-CHO-NUT-13000,2023-07-17,2029-01-11,Standard Class,121671.0,United States,Springfield,Missouri,65807,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,27.92,8.0,19.92,8.0,65807,37.166,-93.32483,Springfield,MO,Missouri,True,,55384.0,1017.5,29077.0,Greene,"{""29077"": 100}",Greene,29077,False,False,America/Chicago,Lot's O' Nuts,-111.768036,32.881893,False,1742.4265507440664
30,5235.0,US-2023-121671-CHO-NUT-13000,2023-07-17,2029-01-11,Standard Class,121671.0,United States,Springfield,Missouri,65807,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1.0,2.49,1.0,65807,37.166,-93.32483,Springfield,MO,Missouri,True,,55384.0,1017.5,29077.0,Greene,"{""29077"": 100}",Greene,29077,False,False,America/Chicago,Lot's O' Nuts,-111.768036,32.881893,False,1742.4265507440664
31,5237.0,US-2023-121671-CHO-FUD-51000,2023-07-17,2029-01-11,Standard Class,121671.0,United States,Springfield,Missouri,65807,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3.0,7.2,3.6,65807,37.166,-93.32483,Springfield,MO,Missouri,True,,55384.0,1017.5,29077.0,Greene,"{""29077"": 100}",Greene,29077,False,False,America/Chicago,Lot's O' Nuts,-111.768036,32.881893,False,1742.4265507440664
32,5462.0,US-2023-114601-CHO-SCR-58000,2023-08-26,2029-02-22,Standard Class,114601.0,United States,Detroit,Michigan,48234,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4.0,10.0,4.4,48234,42.4312,-83.03952,Detroit,MI,Michigan,True,,32402.0,1600.7,26163.0,Wayne,"{""26163"": 100}",Wayne,26163,False,False,America/Detroit,Lot's O' Nuts,-111.768036,32.881893,False,2726.057447719264
33,5464.0,US-2023-114601-CHO-SCR-58000,2023-08-26,2029-02-22,Standard Class,114601.0,United States,Detroit,Michigan,48234,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3.0,7.5,3.3,48234,42.4312,-83.03952,Detroit,MI,Michigan,True,,32402.0,1600.7,26163.0,Wayne,"{""26163"": 100}",Wayne,26163,False,False,America/Detroit,Lot's O' Nuts,-111.768036,32.881893,False,2726.057447719264
34,5469.0,US-2023-114601-CHO-TRI-54000,2023-08-26,2029-02-22,Standard Class,114601.0,United States,Detroit,Michigan,48234,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2.0,4.9,2.6,48234,42.4312,-83.03952,Detroit,MI,Michigan,True,,32402.0,1600.7,26163.0,Wayne,"{""26163"": 100}",Wayne,26163,False,False,America/Detroit,Wicked Choccy's,-81.088371,32.076176,False,1164.2081529140273
35,5475.0,US-2023-114601-CHO-NUT-13000,2023-08-26,2029-02-22,Standard Class,114601.0,United States,Detroit,Michigan,48234,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3.0,7.47,3.0,48234,42.4312,-83.03952,Detroit,MI,Michigan,True,,32402.0,1600.7,26163.0,Wayne,"{""26163"": 100}",Wayne,26163,False,False,America/Detroit,Lot's O' Nuts,-111.768036,32.881893,False,2726.057447719264
36,5477.0,US-2023-114601-CHO-SCR-58000,2023-08-26,2029-02-22,Standard Class,114601.0,United States,Detroit,Michigan,48234,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3.0,7.5,3.3,48234,42.4312,-83.03952,Detroit,MI,Michigan,True,,32402.0,1600.7,26163.0,Wayne,"{""26163"": 100}",Wayne,26163,False,False,America/Detroit,Lot's O' Nuts,-111.768036,32.881893,False,2726.057447719264
37,7419.0,US-2024-114412-CHO-TRI-54000,2024-04-15,2029-10-11,Standard Class,114412.0,United States,Concord,North Carolina,28027,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3.0,7.35,3.9,28027,35.40879,-80.67524,Concord,NC,North Carolina,True,,79079.0,442.5,37025.0,Cabarrus,"{""37025"": 100}",Cabarrus,37025,False,False,America/New_York,Wicked Choccy's,-81.088371,32.076176,False,372.53213053679696
38,659.0,US-2021-154963-CHO-FUD-51000,2021-06-22,2026-12-18,Standard Class,154963.0,United States,Chester,Pennsylvania,19013,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5.0,12.0,6.0,19013,39.84529,-75.37474,Chester,PA,Pennsylvania,True,,34456.0,2356.3,42045.0,Delaware,"{""42045"": 100}",Delaware,42045,False,False,America/New_York,Lot's O' Nuts,-111.768036,32.881893,False,3325.0779524657337
39,660.0,US-2021-154963-CHO-TRI-54000,2021-06-22,2026-12-18,Standard Class,154963.0,United States,Chester,Pennsylvania,19013,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3.0,7.35,3.9,19013,39.84529,-75.37474,Chester,PA,Pennsylvania,True,,34456.0,2356.3,42045.0,Delaware,"{""42045"": 100}",Delaware,42045,False,False,America/New_York,Wicked Choccy's,-81.088371,32.076176,False,1004.8015915300582
40,665.0,US-2021-154963-CHO-MIL-31000,2021-06-22,2026-12-18,Standard Class,154963.0,United States,Chester,Pennsylvania,19013,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3.0,6.33,3.42,19013,39.84529,-75.37474,Chester,PA,Pennsylvania,True,,34456.0,2356.3,42045.0,Delaware,"{""42045"": 100}",Delaware,42045,False,False,America/New_York,Wicked Choccy's,-81.088371,32.076176,False,1004.8015915300582
41,1760.0,US-2021-143210-CHO-FUD-51000,2021-12-01,2027-05-26,First Class,143210.0,United States,Lowell,Massachusetts,01852,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2.0,4.8,2.4,,,,,,,,,,,,,,,,,,,Lot's O' Nuts,-111.768036,32.881893,False,
42,1761.0,US-2021-143210-CHO-MIL-31000,2021-12-01,2027-05-26,First Class,143210.0,United States,Lowell,Massachusetts,01852,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3.0,6.33,3.42,,,,,,,,,,,,,,,,,,,Wicked Choccy's,-81.088371,32.076176,False,
43,1766.0,US-2021-143210-CHO-FUD-51000,2021-12-01,2027-05-26,First Class,143210.0,United States,Lowell,Massachusetts,01852,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2.0,4.8,2.4,,,,,,,,,,,,,,,,,,,Lot's O' Nuts,-111.768036,32.881893,False,
44,3701.0,US-2022-110863-CHO-FUD-51000,2022-11-17,2028-05-16,Standard Class,110863.0,United States,Oklahoma City,Oklahoma,73120,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5.0,12.0,6.0,73120,35.58049,-97.57248,Oklahoma City,OK,Oklahoma,True,,35070.0,1225.6,40109.0,Oklahoma,"{""40109"": 100}",Oklahoma,40109,False,False,America/Chicago,Lot's O' Nuts,-111.768036,32.881893,False,1337.7805838518166
45,3704.0,US-2022-110863-CHO-FUD-51000,2022-11-17,2028-05-16,Standard Class,110863.0,United States,Oklahoma City,Oklahoma,73120,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3.0,7.2,3.6,73120,35.58049,-97.57248,Oklahoma City,OK,Oklahoma,True,,35070.0,1225.6,40109.0,Oklahoma,"{""40109"": 100}",Oklahoma,40109,False,False,America/Chicago,Lot's O' Nuts,-111.768036,32.881893,False,1337.7805838518166
46,3708.0,US-2022-110863-CHO-FUD-51000,2022-11-17,2028-05-16,Standard Class,110863.0,United States,Oklahoma City,Oklahoma,73120,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4.0,9.6,4.8,73120,35.58049,-97.57248,Oklahoma City,OK,Oklahoma,True,,35070.0,1225.6,40109.0,Oklahoma,"{""40109"": 100}",Oklahoma,40109,False,False,America/Chicago,Lot's O' Nuts,-111.768036,32.881893,False,1337.7805838518166
47,5147.0,US-2023-147137-CHO-FUD-51000,2023-07-04,2028-12-26,First Class,147137.0,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5.0,12.0,6.0,94109,37.79334,-122.42138,San Francisco,CA,California,True,,56333.0,20163.9,6075.0,San Francisco,"{""06075"": 100}",San Francisco,06075,False,False,America/Los_Angeles,Lot's O' Nuts,-111.768036,32.881893,False,1108.9372085145383
48,5148.0,US-2023-147137-CHO-MIL-31000,2023-07-04,2028-12-26,First Class,147137.0,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5.0,10.55,5.7,94109,37.79334,-122.42138,San Francisco,CA,California,True,,56333.0,20163.9,6075.0,San Francisco,"{""06075"": 100}",San Francisco,06075,False,False,America/Los_Angeles,Wicked Choccy's,-81.088371,32.076176,False,3789.9389544828923
49,5150.0,US-2023-147137-CHO-FUD-51000,2023-07-04,2028-12-26,First Class,147137.0,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2.0,4.8,2.4,94109,37.79334,-122.42138,San Francisco,CA,California,True,,56333.0,20163.9,6075.0,San Francisco,"{""06075"": 100}",San Francisco,06075,False,False,America/Los_Angeles,Lot's O' Nuts,-111.768036,32.881893,False,1108.9372085145383
50,5151.0,US-2023-147137-CHO-NUT-13000,2023-07-04,2028-12-26,First Class,147137.0,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4.0,9.96,4.0,94109,37.79334,-122.42138,San Francisco,CA,California,True,,56333.0,20163.9,6075.0,San Francisco,"{""06075"": 100}",San Francisco,06075,False,False,America/Los_Angeles,Lot's O' Nuts,-111.768036,32.881893,False,1108.9372085145383
51,5575.0,US-2023-131205-CHO-TRI-54000,2023-09-04,2029-02-28,Standard Class,131205.0,United States,Georgetown,Kentucky,40324,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3.0,7.35,3.9,40324,38.24786,-84.54956,Georgetown,KY,Kentucky,True,,51072.0,127.1,21209.0,Scott,"{""21209"": 96.06, ""21017"": 2.2, ""21067"": 1.74}",Scott|Bourbon|Fayette,21209|21017|21067,False,False,America/New_York,Wicked Choccy's,-81.088371,32.076176,False,754.7860219013169
52,5581.0,US-2023-131205-CHO-SCR-58000,2023-09-04,2029-02-28,Standard Class,131205.0,United States,Georgetown,Kentucky,40324,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3.0,7.5,3.3,40324,38.24786,-84.54956,Georgetown,KY,Kentucky,True,,51072.0,127.1,21209.0,Scott,"{""21209"": 96.06, ""21017"": 2.2, ""21067"": 1.74}",Scott|Bourbon|Fayette,21209|21017|21067,False,False,America/New_York,Lot's O' Nuts,-111.768036,32.881893,False,2523.2986971948844
53,5582.0,US-2023-131205-CHO-MIL-31000,2023-09-04,2029-02-28,Standard Class,131205.0,United States,Georgetown,Kentucky,40324,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,19.5,6.0,12.66,6.84,40324,38.24786,-84.54956,Georgetown,KY,Kentucky,True,,51072.0,127.1,21209.0,Scott,"{""21209"": 96.06, ""21017"": 2.2, ""21067"": 1.74}",Scott|Bourbon|Fayette,21209|21017|21067,False,False,America/New_York,Wicked Choccy's,-81.088371,32.076176,False,754.7860219013169
54,5588.0,US-2023-131205-CHO-TRI-54000,2023-09-04,2029-02-28,Standard Class,131205.0,United States,Georgetown,Kentucky,40324,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15.0,4.0,9.8,5.2,40324,38.24786,-84.54956,Georgetown,KY,Kentucky,True,,51072.0,127.1,21209.0,Scott,"{""21209"": 96.06, ""21017"": 2.2, ""21067"": 1.74}",Scott|Bourbon|Fayette,21209|21017|21067,False,False,America/New_York,Wicked Choccy's,-81.088371,32.076176,False,754.7860219013169
55,9332.0,US-2024-157196-CHO-NUT-13000,2024-11-05,2030-05-02,Standard Class,157196.0,United States,San Diego,California,92105,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2.0,4.98,2.0,92105,32.73756,-117.09193,San Diego,CA,California,True,,72688.0,4876.1,6073.0,San Diego,"{""06073"": 100}",San Diego,06073,False,False,America/Los_Angeles,Lot's O' Nuts,-111.768036,32.881893,False,497.75850056696135
56,120.0,US-2021-152905-CHO-FUD-51000,2021-02-18,2026-08-17,Standard Class,152905.0,United States,Arlington,Texas,76017,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2.0,4.8,2.4,76017,32.66223,-97.16237,Arlington,TX,Texas,True,,46361.0,1753.8,48439.0,Tarrant,"{""48439"": 100}",Tarrant,48439,False,False,America/Chicago,Lot's O' Nuts,-111.768036,32.881893,False,1364.7014665075728
57,162.0,US-2021-156587-CHO-NUT-13000,2021-03-07,2026-08-29,First Class,156587.0,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1.0,2.49,1.0,98103,47.6732,-122.34258,Seattle,WA,Washington,True,,51878.0,4369.1,53033.0,King,"{""53033"": 100}",King,53033,False,False,America/Los_Angeles,Lot's O' Nuts,-111.768036,32.881893,False,1869.4174087755653
